uf;grafia_original;chave_normalizada;cidade_canonica;linhas;regra_aplicada;mudanca
SP;guariroba;guariroba;Guariroba;2;nenhuma;formatacao
SP;guarizinho;guarizinho;Guarizinho;6;nenhuma;formatacao
SP;guaruja;guaruja;Guarujá;2400;nenhuma;formatacao
SP;guarujá;guaruja;Guarujá;461;acento;formatacao
SP;guarulhos;guarulhos;Guarulhos;12579;nenhuma;formatacao
SP;guarulhos-sp;guarulhos;Guarulhos;1;sufixo-uf;estrutural
SP;guara;guara;Guará;81;nenhuma;formatacao
SP;guará;guara;Guará;19;acento;formatacao
SP;guatapara;guatapara;Guatapará;30;nenhuma;formatacao
SP;guatapará;guatapara;Guatapará;4;acento;formatacao
SP;guaira;guaira;Guaíra;262;nenhuma;formatacao
SP;guaíra;guaira;Guaíra;50;acento;formatacao
SP;guzolandia;guzolandia;Guzolândia;24;nenhuma;formatacao
SP;guzolândia;guzolandia;Guzolândia;5;acento;formatacao
SP;galia;galia;Gália;45;nenhuma;formatacao
SP;gália;galia;Gália;7;acento;formatacao
SP;herculandia;herculandia;Herculândia;44;nenhuma;formatacao
SP;herculândia;herculandia;Herculândia;5;acento;formatacao
SP;holambra;holambra;Holambra;233;nenhuma;formatacao
SP;holambra ii;holambra ii;Holambra Ii;21;nenhuma;formatacao
SP;hortolandia;hortolandia;Hortolândia;1187;nenhuma;formatacao
SP;hortolândia;hortolandia;Hortolândia;170;acento;formatacao
SP;iacanga;iacanga;Iacanga;62;nenhuma;formatacao
SP;iacri;iacri;Iacri;47;nenhuma;formatacao
SP;iaras;iaras;Iaras;28;nenhuma;formatacao
SP;ibate;ibate;Ibaté;129;nenhuma;formatacao
SP;ibaté;ibate;Ibaté;32;acento;formatacao
SP;ibirarema;ibirarema;Ibirarema;53;nenhuma;formatacao
SP;ibira;ibira;Ibirá;63;nenhuma;formatacao
SP;ibirá;ibira;Ibirá;9;acento;formatacao
SP;ibitinga;ibitinga;Ibitinga;357;nenhuma;formatacao
SP;ibitiuva;ibitiuva;Ibitiuva;15;nenhuma;formatacao
SP;ibiuna;ibiuna;Ibiúna;228;nenhuma;formatacao
SP;ibiúna;ibiuna;Ibiúna;43;acento;formatacao
SP;icem;icem;Icém;61;nenhuma;formatacao
SP;icém;icem;Icém;8;acento;formatacao
SP;iepe;iepe;Iepê;53;nenhuma;formatacao
SP;iepê;iepe;Iepê;7;acento;formatacao
SP;igarapava;igarapava;Igarapava;193;nenhuma;formatacao
SP;igarata;igarata;Igaratá;53;nenhuma;formatacao
SP;igaratá;igarata;Igaratá;11;acento;formatacao
SP;igaracu do tiete;igaracu do tiete;Igaraçu do Tietê;88;nenhuma;formatacao
SP;igaraçu do tietê;igaracu do tiete;Igaraçu do Tietê;20;acento;formatacao
SP;igarai;igarai;Igaraí;12;nenhuma;formatacao
SP;igaraí;igarai;Igaraí;3;acento;formatacao
SP;iguape;iguape;Iguape;227;nenhuma;formatacao
SP;ilha comprida;ilha comprida;Ilha Comprida;106;nenhuma;formatacao
SP;ilha solteira;ilha solteira;Ilha Solteira;362;nenhuma;formatacao
SP;ilhabela;ilhabela;Ilhabela;577;nenhuma;formatacao
SP;indaiatuba;indaiatuba;Indaiatuba;2287;nenhuma;formatacao
SP;indiana;indiana;Indiana;37;nenhuma;formatacao
SP;indiapora;indiapora;Indiaporã;29;nenhuma;formatacao
SP;indiaporã;indiapora;Indiaporã;3;acento;formatacao
SP;inubia paulista;inubia paulista;Inúbia Paulista;36;nenhuma;formatacao
SP;inúbia paulista;inubia paulista;Inúbia Paulista;4;acento;formatacao
SP;ipaussu;ipaussu;Ipaussu;96;nenhuma;formatacao
SP;ipero;ipero;Iperó;110;nenhuma;formatacao
SP;iperó;ipero;Iperó;17;acento;formatacao
SP;ipeuna;ipeuna;Ipeúna;30;nenhuma;formatacao
SP;ipeúna;ipeuna;Ipeúna;5;acento;formatacao
SP;ipigua;ipigua;Ipiguá;16;nenhuma;formatacao
SP;ipiguá;ipigua;Ipiguá;4;acento;formatacao
SP;ipira;ipira;Ipira;1;nenhuma;formatacao
SP;iporanga;iporanga;Iporanga;34;nenhuma;formatacao
SP;ipua;ipua;Ipuã;98;nenhuma;formatacao
SP;ipuã;ipua;Ipuã;18;acento;formatacao
SP;iracemapolis;iracemapolis;Iracemápolis;97;nenhuma;formatacao
SP;iracemápolis;iracemapolis;Iracemápolis;18;acento;formatacao
SP;irapuru;irapuru;Irapuru;48;nenhuma;formatacao
SP;irapua;irapua;Irapuã;41;nenhuma;formatacao
SP;irapuã;irapua;Irapuã;6;acento;formatacao
SP;irape;irape;Irapé;7;nenhuma;formatacao
SP;irapé;irape;Irapé;1;acento;formatacao
SP;itabera;itabera;Itaberá;83;nenhuma;formatacao
SP;itaberá;itabera;Itaberá;13;acento;formatacao
SP;itajai;itajai;Itajai;2;nenhuma;formatacao
SP;itajobi;itajobi;Itajobi;138;nenhuma;formatacao
SP;itaju;itaju;Itaju;34;nenhuma;formatacao
SP;itanhaem;itanhaem;Itanhaém;749;nenhuma;formatacao
SP;itanhaém;itanhaem;Itanhaém;119;acento;formatacao
SP;itapecerica da serra;itapecerica da serra;Itapecerica da Serra;1208;nenhuma;formatacao
SP;itapetininga;itapetininga;Itapetininga;1038;nenhuma;formatacao
SP;itapeva;itapeva;Itapeva;599;nenhuma;formatacao
SP;itapevi;itapevi;Itapevi;1574;nenhuma;formatacao
SP;itapira;itapira;Itapira;646;nenhuma;formatacao
SP;itapirapua paulista;itapirapua paulista;Itapirapuã Paulista;18;nenhuma;formatacao
SP;itapirapuã paulista;itapirapua paulista;Itapirapuã Paulista;1;acento;formatacao
SP;itaporanga;itaporanga;Itaporanga;109;nenhuma;formatacao
SP;itapura;itapura;Itapura;47;nenhuma;formatacao
SP;itapui;itapui;Itapuí;81;nenhuma;formatacao
SP;itapuí;itapui;Itapuí;7;acento;formatacao
SP;itaquaquecetuba;itaquaquecetuba;Itaquaquecetuba;1914;nenhuma;formatacao
SP;itarare;itarare;Itararé;249;nenhuma;formatacao
SP;itararé;itarare;Itararé;29;acento;formatacao
SP;itariri;itariri;Itariri;45;nenhuma;formatacao
SP;itatiba;itatiba;Itatiba;520;nenhuma;formatacao
SP;itatinga;itatinga;Itatinga;112;nenhuma;formatacao
SP;itai;itai;Itaí;138;nenhuma;formatacao
SP;itaí;itai;Itaí;22;acento;formatacao
SP;itaoca;itaoca;Itaóca;8;nenhuma;formatacao
SP;itaóca;itaoca;Itaóca;3;acento;formatacao
SP;itirapina;itirapina;Itirapina;83;nenhuma;formatacao
SP;itirapua;itirapua;Itirapuã;9;nenhuma;formatacao
SP;itirapuã;itirapua;Itirapuã;5;acento;formatacao
SP;itobi;itobi;Itobi;54;nenhuma;formatacao
SP;itu;itu;Itu;1342;nenhuma;formatacao
SP;itupeva;itupeva;Itupeva;220;nenhuma;formatacao
SP;ituverava;ituverava;Ituverava;347;nenhuma;formatacao
SP;itapolis;itapolis;Itápolis;213;nenhuma;formatacao
SP;itápolis;itapolis;Itápolis;24;acento;formatacao
SP;iubatinga;iubatinga;Iubatinga;1;nenhuma;formatacao
SP;jaborandi;jaborandi;Jaborandi;28;nenhuma;formatacao
SP;jaboticabal;jaboticabal;Jaboticabal;574;nenhuma;formatacao
SP;jacarei;jacarei;Jacareí;1598;nenhuma;formatacao
SP;jacareí;jacarei;Jacareí;260;acento;formatacao
SP;jacarei / sao paulo;jacarei;Jacareí;1;sufixo-uf;estrutural
SP;jacare;jacare;Jacaré;43;nenhuma;formatacao
SP;jacaré;jacare;Jacaré;4;acento;formatacao
SP;jacaré (cabreúva);jacare (cabreuva);Jacaré (cabreúva);1;acento;formatacao
SP;jacare (cabreuva);jacare (cabreuva);Jacaré (cabreúva);1;nenhuma;formatacao
SP;jaci;jaci;Jaci;38;nenhuma;formatacao
SP;jacuba;jacuba;Jacuba;2;nenhuma;formatacao
SP;jacupiranga;jacupiranga;Jacupiranga;120;nenhuma;formatacao
SP;jafa;jafa;Jafa;4;nenhuma;formatacao
SP;jaguariuna;jaguariuna;Jaguariúna;617;nenhuma;formatacao
SP;jaguariúna;jaguariuna;Jaguariúna;86;acento;formatacao
SP;jales;jales;Jales;397;nenhuma;formatacao
SP;jamaica;jamaica;Jamaica;4;nenhuma;formatacao
SP;jambeiro;jambeiro;Jambeiro;23;nenhuma;formatacao
SP;jandira;jandira;Jandira;1219;nenhuma;formatacao
SP;jardinopolis;jardinopolis;Jardinópolis;186;nenhuma;formatacao
SP;jardinópolis;jardinopolis;Jardinópolis;40;acento;formatacao
SP;jarinu;jarinu;Jarinu;87;nenhuma;formatacao
SP;jau;jau;Jaú;883;nenhuma;formatacao
SP;jaú;jau;Jaú;177;acento;formatacao
SP;jeriquara;jeriquara;Jeriquara;12;nenhuma;formatacao
SP;joanopolis;joanopolis;Joanópolis;70;nenhuma;formatacao
SP;joanópolis;joanopolis;Joanópolis;13;acento;formatacao
SP;jordanesia;jordanesia;Jordanésia;7;nenhuma;formatacao
SP;jordanésia;jordanesia;Jordanésia;1;acento;formatacao
SP;jose bonifacio;jose bonifacio;José Bonifácio;178;nenhuma;formatacao
SP;josé bonifácio;jose bonifacio;José Bonifácio;35;acento;formatacao
SP;joao ramalho;joao ramalho;João Ramalho;25;nenhuma;formatacao
SP;joão ramalho;joao ramalho;João Ramalho;5;acento;formatacao
SP;juiz de fora;juiz de fora;Juiz de Fora;1;nenhuma;formatacao
SP;jumirim;jumirim;Jumirim;22;nenhuma;formatacao
SP;jundiai;jundiai;Jundiaí;2666;nenhuma;formatacao
SP;jundiaí;jundiai;Jundiaí;369;acento;formatacao
SP;junqueiropolis;junqueiropolis;Junqueirópolis;126;nenhuma;formatacao
SP;junqueirópolis;junqueiropolis;Junqueirópolis;16;acento;formatacao
SP;juquitiba;juquitiba;Juquitiba;216;nenhuma;formatacao
SP;juquia;juquia;Juquiá;98;nenhuma;formatacao
SP;juquiá;juquia;Juquiá;9;acento;formatacao
SP;juritis;juritis;Juritis;2;nenhuma;formatacao
SP;jurucê;juruce;Jurucê;5;acento;formatacao
SP;juruce;juruce;Jurucê;3;nenhuma;formatacao
SP;jurupema;jurupema;Jurupema;1;nenhuma;formatacao
SP;julio mesquita;julio mesquita;Júlio Mesquita;19;nenhuma;formatacao
SP;júlio mesquita;julio mesquita;Júlio Mesquita;4;acento;formatacao
SP;lagoa branca;lagoa branca;Lagoa Branca;3;nenhuma;formatacao
SP;lagoinha;lagoinha;Lagoinha;23;nenhuma;formatacao
SP;laguna;laguna;Laguna;1;nenhuma;formatacao
SP;laranjal paulista;laranjal paulista;Laranjal Paulista;243;nenhuma;formatacao
SP;laranjeiras do sul;laranjeiras do sul;Laranjeiras do Sul;1;nenhuma;formatacao
SP;lavrinhas;lavrinhas;Lavrinhas;17;nenhuma;formatacao
SP;lavinia;lavinia;Lavínia;32;nenhuma;formatacao
SP;lavínia;lavinia;Lavínia;10;acento;formatacao
SP;leme;leme;Leme;677;nenhuma;formatacao
SP;lencois paulista;lencois paulista;Lençóis Paulista;427;nenhuma;formatacao
SP;lençóis paulista;lencois paulista;Lençóis Paulista;82;acento;formatacao
SP;limeira;limeira;Limeira;1279;nenhuma;formatacao
SP;lindoia;lindoia;Lindóia;61;nenhuma;formatacao
SP;lindóia;lindoia;Lindóia;9;acento;formatacao
SP;lins;lins;Lins;661;nenhuma;formatacao
SP;londrina;londrina;Londrina;1;nenhuma;formatacao
SP;lorena;lorena;Lorena;833;nenhuma;formatacao
SP;lourdes;lourdes;Lourdes;15;nenhuma;formatacao
SP;louveira;louveira;Louveira;204;nenhuma;formatacao
SP;lucianopolis;lucianopolis;Lucianópolis;16;nenhuma;formatacao
SP;lucianópolis;lucianopolis;Lucianópolis;2;acento;formatacao
SP;lucelia;lucelia;Lucélia;125;nenhuma;formatacao
SP;lucélia;lucelia;Lucélia;20;acento;formatacao
SP;luiziania;luiziania;Luiziânia;32;nenhuma;formatacao
SP;luiziânia;luiziania;Luiziânia;4;acento;formatacao
SP;lupercio;lupercio;Lupércio;20;nenhuma;formatacao
SP;lupércio;lupercio;Lupércio;1;acento;formatacao
SP;lutecia;lutecia;Lutécia;17;nenhuma;formatacao
SP;lutécia;lutecia;Lutécia;2;acento;formatacao
SP;luis antonio;luis antonio;Luís Antônio;93;nenhuma;formatacao
SP;luís antônio;luis antonio;Luís Antônio;9;acento;formatacao
SP;macatuba;macatuba;Macatuba;132;nenhuma;formatacao
SP;macaubal;macaubal;Macaubal;56;nenhuma;formatacao
SP;macedonia;macedonia;Macedônia;22;nenhuma;formatacao
SP;macedônia;macedonia;Macedônia;3;acento;formatacao
SP;mairinque;mairinque;Mairinque;302;nenhuma;formatacao
SP;mairipora;mairipora;Mairiporã;586;nenhuma;formatacao
SP;mairiporã;mairipora;Mairiporã;78;acento;formatacao
SP;manduri;manduri;Manduri;60;nenhuma;formatacao
SP;maraba paulista;maraba paulista;Maraba Paulista;15;nenhuma;formatacao
SP;maracai;maracai;Maracaí;93;nenhuma;formatacao
SP;maracaí;maracai;Maracaí;14;acento;formatacao
SP;marapoama;marapoama;Marapoama;22;nenhuma;formatacao
SP;marechal candido rondon;marechal candido rondon;Marechal Candido Rondon;1;nenhuma;formatacao
SP;maresias;maresias;Maresias;18;nenhuma;formatacao
SP;marinopolis;marinopolis;Marinópolis;10;nenhuma;formatacao
SP;marinópolis;marinopolis;Marinópolis;3;acento;formatacao
SP;maristela;maristela;Maristela;10;nenhuma;formatacao
SP;mariapolis;mariapolis;Mariápolis;20;nenhuma;formatacao
SP;mariápolis;mariapolis;Mariápolis;3;acento;formatacao
SP;martinho prado junior;martinho prado junior;Martinho Prado Junior;1;nenhuma;formatacao
SP;martinopolis;martinopolis;Martinópolis;149;nenhuma;formatacao
SP;martinópolis;martinopolis;Martinópolis;16;acento;formatacao
SP;marilia;marilia;Marília;1861;nenhuma;formatacao
SP;marília;marilia;Marília;281;acento;formatacao
SP;matao;matao;Matão;481;nenhuma;formatacao
SP;matão;matao;Matão;86;acento;formatacao
SP;maua;maua;Mauá;2987;nenhuma;formatacao
SP;mauá;maua;Mauá;492;acento;formatacao
SP;maua/sao paulo;maua;Mauá;1;sufixo-uf;estrutural
SP;mendonca;mendonca;Mendonça;28;nenhuma;formatacao
SP;mendonça;mendonca;Mendonça;6;acento;formatacao
SP;meridiano;meridiano;Meridiano;21;nenhuma;formatacao
SP;mesopolis;mesopolis;Mesopolis;5;nenhuma;formatacao
SP;miguelopolis;miguelopolis;Miguelópolis;112;nenhuma;formatacao
SP;miguelópolis;miguelopolis;Miguelópolis;23;acento;formatacao
SP;mineiros do tiete;mineiros do tiete;Mineiros do Tietê;56;nenhuma;formatacao
SP;mineiros do tietê;mineiros do tiete;Mineiros do Tietê;10;acento;formatacao
SP;mira estrela;mira estrela;Mira Estrela;11;nenhuma;formatacao
SP;miracatu;miracatu;Miracatu;108;nenhuma;formatacao
SP;mirandopolis;mirandopolis;Mirandópolis;172;nenhuma;formatacao
SP;mirandópolis;mirandopolis;Mirandópolis;15;acento;formatacao
SP;mirante do paranapanema;mirante do paranapanema;Mirante do Paranapanema;90;nenhuma;formatacao
SP;mirassol;mirassol;Mirassol;444;nenhuma;formatacao
SP;mirassolandia;mirassolandia;Mirassolândia;10;nenhuma;formatacao
SP;mirassolândia;mirassolandia;Mirassolândia;1;acento;formatacao
SP;mococa;mococa;Mococa;412;nenhuma;formatacao
SP;mogi-guacu;mogi guacu;Mogi Guaçu;643;sufixo-uf;formatacao
SP;mogi guacu;mogi guacu;Mogi Guaçu;299;nenhuma;formatacao
SP;mogi guaçu;mogi guacu;Mogi Guaçu;201;acento;formatacao
SP;mogi mirim;mogi mirim;Mogi Mirim;716;nenhuma;formatacao
SP;mogi-mirim;mogi mirim;Mogi Mirim;95;sufixo-uf;formatacao
SP;mogi das cruses;mogi das cruses;Mogi das Cruses;1;nenhuma;formatacao
SP;mogi das cruzes;mogi das cruzes;Mogi das Cruzes;4311;nenhuma;formatacao
SP;mogi das cruzes / sp;mogi das cruzes;Mogi das Cruzes;1;sufixo-uf;estrutural
SP;mogidascruzes;mogidascruzes;Mogidascruzes;2;nenhuma;formatacao
SP;mombuca;mombuca;Mombuca;14;nenhuma;formatacao
SP;mongagua;mongagua;Mongaguá;399;nenhuma;formatacao
SP;mongaguá;mongagua;Mongaguá;81;acento;formatacao
SP;monte alegre do sul;monte alegre do sul;Monte Alegre do Sul;46;nenhuma;formatacao
SP;monte alto;monte alto;Monte Alto;366;nenhuma;formatacao
SP;monte aprazivel;monte aprazivel;Monte Aprazível;115;nenhuma;formatacao
SP;monte aprazível;monte aprazivel;Monte Aprazível;19;acento;formatacao
SP;monte azul paulista;monte azul paulista;Monte Azul Paulista;182;nenhuma;formatacao
SP;monte castelo;monte castelo;Monte Castelo;19;nenhuma;formatacao
SP;monte mor;monte mor;Monte Mor;252;nenhuma;formatacao
SP;monte verde paulista;monte verde paulista;Monte Verde Paulista;2;nenhuma;formatacao
SP;monteiro lobato;monteiro lobato;Monteiro Lobato;7;nenhuma;formatacao
SP;moncoes;moncoes;Monções;23;nenhuma;formatacao
SP;monções;moncoes;Monções;3;acento;formatacao
SP;morro agudo;morro agudo;Morro Agudo;188;nenhuma;formatacao
SP;morungaba;morungaba;Morungaba;43;nenhuma;formatacao
SP;motuca;motuca;Motuca;25;nenhuma;formatacao
SP;murutinga do sul;murutinga do sul;Murutinga do Sul;21;nenhuma;formatacao
SP;magda;magda;Mágda;33;nenhuma;formatacao
SP;mágda;magda;Mágda;4;acento;formatacao
SP;nantes;nantes;Nantes;19;nenhuma;formatacao
SP;narandiba;narandiba;Narandiba;25;nenhuma;formatacao
SP;natividade da serra;natividade da serra;Natividade da Serra;30;nenhuma;formatacao
SP;nazare paulista;nazare paulista;Nazaré Paulista;71;nenhuma;formatacao
SP;nazaré paulista;nazare paulista;Nazaré Paulista;14;acento;formatacao
SP;neves paulista;neves paulista;Neves Paulista;62;nenhuma;formatacao
SP;nhandeara;nhandeara;Nhandeara;75;nenhuma;formatacao
SP;nipoa;nipoa;Nipoã;32;nenhuma;formatacao
SP;nipoã;nipoa;Nipoã;4;acento;formatacao
SP;nossa senhora do remedio;nossa senhora do remedio;Nossa Senhora do Remedio;2;nenhuma;formatacao
SP;nova alexandria;nova alexandria;Nova Alexandria;2;nenhuma;formatacao
SP;nova alianca;nova alianca;Nova Aliança;19;nenhuma;formatacao
SP;nova aliança;nova alianca;Nova Aliança;4;acento;formatacao
SP;nova america;nova america;Nova América;3;nenhuma;formatacao
SP;nova américa;nova america;Nova América;1;acento;formatacao
SP;nova campina;nova campina;Nova Campina;19;nenhuma;formatacao
SP;nova canaa paulista;nova canaa paulista;Nova Canaã Paulista;11;nenhuma;formatacao
SP;nova canaã paulista;nova canaa paulista;Nova Canaã Paulista;4;acento;formatacao
SP;nova castilho;nova castilho;Nova Castilho;3;nenhuma;formatacao
SP;nova europa;nova europa;Nova Europa;71;nenhuma;formatacao
SP;nova granada;nova granada;Nova Granada;186;nenhuma;formatacao
SP;nova guataporanga;nova guataporanga;Nova Guataporanga;12;nenhuma;formatacao
SP;nova independencia;nova independencia;Nova Independência;12;nenhuma;formatacao
SP;nova independência;nova independencia;Nova Independência;5;acento;formatacao
SP;nova itapirema;nova itapirema;Nova Itapirema;2;nenhuma;formatacao
SP;nova luzitania;nova luzitania;Nova Luzitania;19;nenhuma;formatacao
SP;nova odessa;nova odessa;Nova Odessa;313;nenhuma;formatacao
SP;nova patria;nova patria;Nova Patria;2;nenhuma;formatacao
SP;novais;novais;Novais;19;nenhuma;formatacao
SP;novo horizonte;novo horizonte;Novo Horizonte;259;nenhuma;formatacao
SP;nuporanga;nuporanga;Nuporanga;51;nenhuma;formatacao
SP;ocaucu;ocaucu;Ocauçu;24;nenhuma;formatacao
SP;ocauçu;ocaucu;Ocauçu;4;acento;formatacao
SP;olimpia;olimpia;Olímpia;316;nenhuma;formatacao
SP;olímpia;olimpia;Olímpia;74;acento;formatacao
SP;onda verde;onda verde;Onda Verde;17;nenhuma;formatacao
SP;oriente;oriente;Oriente;26;nenhuma;formatacao
SP;orindiuva;orindiuva;Orindiúva;42;nenhuma;formatacao
SP;orindiúva;orindiuva;Orindiúva;15;acento;formatacao
SP;orlandia;orlandia;Orlândia;292;nenhuma;formatacao
SP;orlândia;orlandia;Orlândia;46;acento;formatacao
SP;osasco;osasco;Osasco;8436;nenhuma;formatacao
SP;oscar bressane;oscar bressane;Oscar Bressane;21;nenhuma;formatacao
SP;osvaldo cruz;osvaldo cruz;Osvaldo Cruz;272;nenhuma;formatacao
SP;ourinhos;ourinhos;Ourinhos;919;nenhuma;formatacao
SP;ouro verde;ouro verde;Ouro Verde;32;nenhuma;formatacao
SP;ouroeste;ouroeste;Ouroeste;88;nenhuma;formatacao
SP;pacaembu;pacaembu;Pacaembu;83;nenhuma;formatacao
SP;palestina;palestina;Palestina;76;nenhuma;formatacao
SP;palhoca;palhoca;Palhoca;1;nenhuma;formatacao
SP;palmares paulista;palmares paulista;Palmares Paulista;59;nenhuma;formatacao
SP;palmeira d'oeste;palmeira d oeste;Palmeira D'oeste;41;nenhuma;formatacao
SP;palmeira d oeste;palmeira d oeste;Palmeira D'oeste;11;nenhuma;formatacao
SP;palmeira doeste;palmeira doeste;Palmeira Doeste;2;nenhuma;formatacao
SP;palmital;palmital;Palmital;236;nenhuma;formatacao
SP;panorama;panorama;Panorama;71;nenhuma;formatacao
SP;paraguacu paulista;paraguacu paulista;Paraguaçu Paulista;259;nenhuma;formatacao
SP;paraguaçu paulista;paraguacu paulista;Paraguaçu Paulista;54;acento;formatacao
SP;paraibuna;paraibuna;Paraibuna;65;nenhuma;formatacao
SP;paranapanema;paranapanema;Paranapanema;103;nenhuma;formatacao
SP;paranapua;paranapua;Paranapuã;18;nenhuma;formatacao
SP;paranapuã;paranapua;Paranapuã;2;acento;formatacao
SP;parapua;parapua;Parapuã;81;nenhuma;formatacao
SP;parapuã;parapua;Parapuã;12;acento;formatacao
SP;paraiso;paraiso;Paraíso;36;nenhuma;formatacao
SP;paraíso;paraiso;Paraíso;7;acento;formatacao
SP;pardinho;pardinho;Pardinho;42;nenhuma;formatacao
SP;pariquera-acu;pariquera acu;Pariquera-açu;131;sufixo-uf;formatacao
SP;pariquera-açu;pariquera acu;Pariquera-açu;32;sufixo-uf|acento;formatacao
SP;parisi;parisi;Parisi;9;nenhuma;formatacao
SP;paruru;paruru;Paruru;2;nenhuma;formatacao
SP;patrocinio paulista;patrocinio paulista;Patrocínio Paulista;36;nenhuma;formatacao
SP;patrocínio paulista;patrocinio paulista;Patrocínio Paulista;8;acento;formatacao
SP;pauliceia;pauliceia;Paulicéia;47;nenhuma;formatacao
SP;paulicéia;pauliceia;Paulicéia;5;acento;formatacao
SP;paulistania;paulistania;Paulistânia;7;nenhuma;formatacao
SP;paulistânia;paulistania;Paulistânia;1;acento;formatacao
SP;paulo de faria;paulo de faria;Paulo de Faria;61;nenhuma;formatacao
SP;paulinia;paulinia;Paulínia;898;nenhuma;formatacao
SP;paulínia;paulinia;Paulínia;150;acento;formatacao
SP;pederneiras;pederneiras;Pederneiras;260;nenhuma;formatacao
SP;pedra bela;pedra bela;Pedra Bela;32;nenhuma;formatacao
SP;pedranopolis;pedranopolis;Pedranopolis;10;nenhuma;formatacao
SP;pedregulho;pedregulho;Pedregulho;70;nenhuma;formatacao
SP;pedreira;pedreira;Pedreira;453;nenhuma;formatacao
SP;pedrinhas paulista;pedrinhas paulista;Pedrinhas Paulista;35;nenhuma;formatacao
SP;pedro de toledo;pedro de toledo;Pedro de Toledo;50;nenhuma;formatacao
SP;penapolis;penapolis;Penápolis;394;nenhuma;formatacao
SP;penápolis;penapolis;Penápolis;63;acento;formatacao
SP;pereira barreto;pereira barreto;Pereira Barreto;212;nenhuma;formatacao
SP;pereiras;pereiras;Pereiras;39;nenhuma;formatacao
SP;peruibe;peruibe;Peruíbe;473;nenhuma;formatacao
SP;peruíbe;peruibe;Peruíbe;71;acento;formatacao
SP;piacatu;piacatu;Piacatu;44;nenhuma;formatacao
SP;piedade;piedade;Piedade;207;nenhuma;formatacao
SP;pilar do sul;pilar do sul;Pilar do Sul;177;nenhuma;formatacao
SP;pindamonhangaba;pindamonhangaba;Pindamonhangaba;1270;nenhuma;formatacao
SP;pindorama;pindorama;Pindorama;60;nenhuma;formatacao
SP;pinhais;pinhais;Pinhais;1;nenhuma;formatacao
SP;pinhalzinho;pinhalzinho;Pinhalzinho;85;nenhuma;formatacao
SP;pinheiros;pinheiros;Pinheiros;1;nenhuma;formatacao
SP;pioneiros;pioneiros;Pioneiros;1;nenhuma;formatacao
SP;piquerobi;piquerobi;Piquerobi;21;nenhuma;formatacao
SP;piquete;piquete;Piquete;79;nenhuma;formatacao
SP;piracaia;piracaia;Piracaia;235;nenhuma;formatacao
SP;piracicaba;piracicaba;Piracicaba;2155;nenhuma;formatacao
SP;piraju;piraju;Piraju;306;nenhuma;formatacao
SP;pirajui;pirajui;Pirajuí;146;nenhuma;formatacao
SP;pirajuí;pirajui;Pirajuí;34;acento;formatacao
SP;piramboia;piramboia;Piramboia;1;nenhuma;formatacao
SP;pirangi;pirangi;Pirangi;88;nenhuma;formatacao
SP;pirapora do bom jesus;pirapora do bom jesus;Pirapora do Bom Jesus;128;nenhuma;formatacao
SP;pirapozinho;pirapozinho;Pirapozinho;166;nenhuma;formatacao
SP;pirassununga;pirassununga;Pirassununga;700;nenhuma;formatacao
SP;piratininga;piratininga;Piratininga;85;nenhuma;formatacao
SP;pirituba;pirituba;Pirituba;1;nenhuma;formatacao
SP;pitangueiras;pitangueiras;Pitangueiras;175;nenhuma;formatacao
SP;planalto;planalto;Planalto;36;nenhuma;formatacao
SP;platina;platina;Platina;7;nenhuma;formatacao
SP;poloni;poloni;Poloni;47;nenhuma;formatacao
SP;polvilho;polvilho;Polvilho;3;nenhuma;formatacao
SP;pompeia;pompeia;Pompéia;166;nenhuma;formatacao
SP;pompéia;pompeia;Pompéia;24;acento;formatacao
SP;pongai;pongai;Pongaí;25;nenhuma;formatacao
SP;pongaí;pongai;Pongaí;1;acento;formatacao
SP;pontal;pontal;Pontal;201;nenhuma;formatacao
SP;pontalinda;pontalinda;Pontalinda;13;nenhuma;formatacao
SP;pontes gestal;pontes gestal;Pontes Gestal;26;nenhuma;formatacao
SP;populina;populina;Populina;24;nenhuma;formatacao
SP;porangaba;porangaba;Porangaba;50;nenhuma;formatacao
SP;porto alegre;porto alegre;Porto Alegre;1;nenhuma;formatacao
SP;porto feliz;porto feliz;Porto Feliz;407;nenhuma;formatacao
SP;porto ferreira;porto ferreira;Porto Ferreira;377;nenhuma;formatacao
SP;portoferreira;portoferreira;Portoferreira;1;nenhuma;formatacao
SP;potim;potim;Potim;59;nenhuma;formatacao
SP;potirendaba;potirendaba;Potirendaba;139;nenhuma;formatacao
SP;potunduva;potunduva;Potunduva;1;nenhuma;formatacao
SP;poa;poa;Poá;945;nenhuma;formatacao
SP;poá;poa;Poá;136;acento;formatacao
SP;pracinha;pracinha;Pracinha;9;nenhuma;formatacao
SP;pradopolis;pradopolis;Pradópolis;123;nenhuma;formatacao
SP;pradópolis;pradopolis;Pradópolis;21;acento;formatacao
SP;praia grande;praia grande;Praia Grande;3223;nenhuma;formatacao
SP;pratania;pratania;Pratânia;9;nenhuma;formatacao
SP;pratânia;pratania;Pratânia;1;acento;formatacao
SP;presidente alves;presidente alves;Presidente Alves;34;nenhuma;formatacao
SP;presidente bernardes;presidente bernardes;Presidente Bernardes;93;nenhuma;formatacao
SP;presidente epitacio;presidente epitacio;Presidente Epitácio;258;nenhuma;formatacao
SP;presidente epitácio;presidente epitacio;Presidente Epitácio;44;acento;formatacao
